EI000003969,18670101,PRCP,0,,,E,
GME00125218,18670101,TMAX,24,,,E,
GME00125218,18670101,TMIN,-11,,,E,
GME00125218,18670101,PRCP,10,,,E,
GME00125218,18670101,SNWD,0,,,E,
NLE00100499,18670101,PRCP,1,,,E,
EZE00100082,18670101,TMAX,30,,,E,
EZE00100082,18670101,TMIN,-9,,,E,
EZE00100082,18670101,PRCP,1,,,E,
CA006166416,18670101,TMAX,-50,,,C,
CA006166416,18670101,TMIN,-144,,,C,
CA006166416,18670101,PRCP,0,,,C,
CA006166416,18670101,SNOW,0,,,C,
CA006106362,18670101,TMAX,-56,,,C,
CA006106362,18670101,TMIN,-167,,,C,
CA006106362,18670101,PRCP,0,,,C,
CA006106362,18670101,SNOW,0,,,C,
ITE00100554,18670101,TMAX,48,,,E,
ITE00100554,18670101,TMIN,15,,,E,
ITE00100554,18670101,PRCP,0,,,E,
ASN00086085,18670101,PRCP,0,,,a,
USC00361920,18670101,PRCP,0,,,F,
ASN00066062,18670101,TMAX,286,,,a,
ASN00066062,18670101,TMIN,184,,,a,
ASN00066062,18670101,PRCP,0,,,a,
ASN00023000,18670101,PRCP,0,,,a,
SW000010537,18670101,PRCP,30,,,E,
NLE00100503,18670101,PRCP,12,,,E,
AU000005901,18670101,TMAX,41,,,E,
AU000005901,18670101,TMIN,-5,,,E,
GM000004204,18670101,TMAX,30,,,E,
GM000004204,18670101,TMIN,-13,,,E,
GM000004204,18670101,PRCP,1,,,E,
ASN00075048,18670101,PRCP,0,,,a,
ASN00061055,18670101,PRCP,0,,,a,
ASN00021014,18670101,PRCP,0,,,a,
UK000047811,18670101,TMAX,11,,,E,
UK000047811,18670101,TMIN,-38,,,E,
USC00288878,18670101,TMAX,17,,,6,
USC00288878,18670101,TMIN,-22,,,6,
USC00288878,18670101,SNOW,38,,,6,
HR000142360,18670101,PRCP,139,,,E,
ASN00084016,18670101,PRCP,0,,,a,
ITE00100552,18670101,PRCP,3,,,E,
ITE00100553,18670101,PRCP,0,,,E,
CA006122845,18670101,TMAX,-33,,,C,
CA006122845,18670101,TMIN,-83,,,C,
CA006122845,18670101,PRCP,0,,,C,
CA006122845,18670101,SNOW,0,,,C,
ITE00105250,18670101,PRCP,0,,,E,
ASN00067015,18670101,PRCP,0,,,a,
USP00CA0001,18670101,PRCP,0,,,F,
ASN00074128,18670101,TMAX,406,,,a,
ASN00074128,18670101,PRCP,0,,,a,
ASN00022801,18670101,PRCP,0,,,a,
CA006101872,18670101,PRCP,0,,,C,
CA006101872,18670101,SNOW,0,,,C,
CA006137735,18670101,TMAX,-17,,,C,
CA006137735,18670101,TMIN,-117,,,C,
CA006137735,18670101,PRCP,0,,,C,
CA006137735,18670101,SNOW,0,,,C,
ASN00090015,18670101,TMAX,367,,,a,
ASN00090015,18670101,TMIN,100,,,a,
UK000056225,18670101,TMAX,-7,,,E,
UK000056225,18670101,TMIN,-46,,,E,
UK000056225,18670101,PRCP,50,,,E,
ASN00026026,18670101,PRCP,0,,,a,
USC00117391,18670101,PRCP,0,,,F,
ASN00089049,18670101,PRCP,0,,,a,
SZ000006717,18670101,TMAX,-82,,,G,
SZ000006717,18670101,TMIN,-113,,,G,
ASN00071010,18670101,PRCP,0,,,a,
USC00053010,18670101,PRCP,0,,,F,
ITE00100550,18670102,TMAX,55,,,E,
ITE00100550,18670102,TMIN,-7,,,E,
ITE00100550,18670102,PRCP,0,,,E,
USC00064757,18670102,PRCP,130,,,F,
USC00064757,18670102,SNOW,25,,,F,
ASN00017003,18670102,PRCP,0,,,a,
USC00264939,18670102,PRCP,0,,,F,
SF000208660,18670102,PRCP,0,,,I,
ASN00089000,18670102,PRCP,0,,,a,
CA006150689,18670102,TMAX,-44,,,C,
CA006150689,18670102,TMIN,-128,,,C,
CA006150689,18670102,PRCP,0,,,C,
CA006150689,18670102,SNOW,0,,,C,
SWE00100003,18670102,PRCP,43,,,E,
ASN00058024,18670102,PRCP,0,,,a,
ASN00086071,18670102,TMAX,375,,,a,
ASN00086071,18670102,TMIN,127,,,a,
ASN00086071,18670102,PRCP,0,,,a,
USC00463630,18670102,PRCP,0,P,,6,
USC00463630,18670102,SNOW,0,,,6,
ASN00068140,18670102,PRCP,0,,,a,
ASN00079042,18670102,PRCP,0,,,a,
CA006158350,18670102,TMAX,-67,,,C,
CA006158350,18670102,TMIN,-94,,,C,
CA006158350,18670102,PRCP,0,,,C,
CA006158350,18670102,SNOW,0,,,C,
HRE00105189,18670102,PRCP,45,,,E,
ASN00081003,18670102,PRCP,0,,,a,
ENE00175063,18670102,PRCP,7,,,E,
EIE00101859,18670102,TMAX,11,,,E,
EIE00101859,18670102,TMIN,-78,,,E,
EIE00101859,18670102,PRCP,0,,,E,
CA006153192,18670102,TMAX,-44,,,C,
CA006153192,18670102,TMIN,-128,,,C,
CA006153192,18670102,PRCP,0,,,C,
CA006153192,18670102,SNOW,0,,,C,
CA006139520,18670102,TMAX,-72,,,C,
CA006139520,18670102,TMIN,-128,,,C,
CA006139520,18670102,PRCP,0,,,C,
CA006139520,18670102,SNOW,0,,,C,
CA006110549,18670102,TMAX,-17,,,C,
CA006110549,18670102,TMIN,-100,,,C,
CA006110549,18670102,PRCP,0,T,,C,
CA006110549,18670102,SNOW,0,T,,C,
ASN00040214,18670102,PRCP,18,,,a,
BE000006447,18670102,TMAX,-10,,,I,
BE000006447,18670102,TMIN,-36,,,I,
AGE00135039,18670102,PRCP,43,,,E,
ASN00022020,18670102,PRCP,0,,,a,
NLM00006235,18670102,PRCP,5,,,E,
ASN00026020,18670102,PRCP,0,,,a,
EI000003969,18670102,TMAX,-12,,,E,
EI000003969,18670102,TMIN,-108,,,E,
EI000003969,18670102,PRCP,0,,,E,
GME00125218,18670102,TMAX,6,,,E,
GME00125218,18670102,TMIN,-26,,,E,
GME00125218,18670102,PRCP,0,,,E,
GME00125218,18670102,SNWD,0,,,E,
NLE00100499,18670102,PRCP,2,,,E,
EZE00100082,18670102,TMAX,28,,,E,
EZE00100082,18670102,TMIN,-14,,,E,
EZE00100082,18670102,PRCP,0,,,E,
CA006166416,18670102,TMAX,-72,,,C,
CA006166416,18670102,TMIN,-150,,,C,
CA006166416,18670102,PRCP,0,,,C,
CA006166416,18670102,SNOW,0,,,C,
CA006106362,18670102,TMAX,-28,,,C,
CA006106362,18670102,TMIN,-133,,,C,
CA006106362,18670102,PRCP,0,T,,C,
CA006106362,18670102,SNOW,0,T,,C,
ITE00100554,18670102,TMAX,34,,,E,
ITE00100554,18670102,TMIN,1,,,E,
ITE00100554,18670102,PRCP,0,,,E,
ASN00086085,18670102,PRCP,0,,,a,
USC00361920,18670102,PRCP,0,,,F,
ASN00066062,18670102,TMAX,303,,,a,
ASN00066062,18670102,TMIN,202,,,a,
ASN00066062,18670102,PRCP,0,,,a,
ASN00023000,18670102,PRCP,0,,,a,
SW000010537,18670102,PRCP,0,,,E,
NLE00100503,18670102,PRCP,23,,,E,
AU000005901,18670102,TMAX,28,,,E,
AU000005901,18670102,TMIN,-14,,,E,
GM000004204,18670102,TMAX,9,,,E,
GM000004204,18670102,TMIN,-35,,,E,
GM000004204,18670102,PRCP,23,,,E,
ASN00075048,18670102,PRCP,0,,,a,
ASN00061055,18670102,PRCP,0,,,a,
ASN00021014,18670102,PRCP,0,,,a,
UK000047811,18670102,TMAX,-28,,,E,
UK000047811,18670102,TMIN,-93,,,E,
UK000047811,18670102,PRCP,0,,,E,
USC00288878,18670102,TMAX,17,,,6,
USC00288878,18670102,TMIN,-11,,,6,
USC00288878,18670102,PRCP,0,P,,6,
USC00288878,18670102,SNOW,0,P,,6,
HR000142360,18670102,PRCP,109,,,E,
GM000010962,18670102,PRCP,40,,,E,
ASN00084016,18670102,PRCP,0,,,a,
ITE00100552,18670102,PRCP,0,,,E,
ITE00100553,18670102,PRCP,0,,,E,
CA006122845,18670102,TMAX,-33,,,C,
CA006122845,18670102,TMIN,-100,,,C,
CA006122845,18670102,PRCP,0,,,C,
CA006122845,18670102,SNOW,0,,,C,
ITE00105250,18670102,PRCP,22,,,E,
ASN00067015,18670102,PRCP,0,,,a,
USP00CA0001,18670102,PRCP,3,,,F,
ASN00074128,18670102,TMAX,428,,,a,
ASN00074128,18670102,PRCP,0,,,a,
ASN00022801,18670102,PRCP,0,,,a,
CA006101872,18670102,PRCP,0,,,C,
CA006101872,18670102,SNOW,0,,,C,
CA006137735,18670102,TMAX,-50,,,C,
CA006137735,18670102,TMIN,-117,,,C,
CA006137735,18670102,PRCP,0,,,C,
CA006137735,18670102,SNOW,0,,,C,
ASN00090015,18670102,TMAX,267,,,a,
ASN00090015,18670102,TMIN,122,,,a,
UK000056225,18670102,TMAX,-10,,,E,
UK000056225,18670102,TMIN,-76,,,E,
UK000056225,18670102,PRCP,0,,,E,
ASN00026026,18670102,PRCP,0,,,a,
USC00117391,18670102,PRCP,0,,,F,
ASN00089049,18670102,PRCP,0,,,a,
SZ000006717,18670102,TMAX,-100,,,G,
SZ000006717,18670102,TMIN,-141,,,G,
ASN00071010,18670102,PRCP,0,,,a,
USC00053010,18670102,PRCP,0,,,F,
ITE00100550,18670103,TMAX,38,,,E,
ITE00100550,18670103,TMIN,-13,,,E,
ITE00100550,18670103,PRCP,0,,,E,
USC00064757,18670103,PRCP,0,,,F,
ASN00017003,18670103,PRCP,0,,,a,
USC00264939,18670103,PRCP,0,,,F,
SF000208660,18670103,PRCP,0,,,I,
ASN00089000,18670103,PRCP,0,,,a,
CA006150689,18670103,TMAX,-33,,,C,
CA006150689,18670103,TMIN,-100,,,C,
CA006150689,18670103,PRCP,0,,,C,
CA006150689,18670103,SNOW,0,,,C,
SWE00100003,18670103,PRCP,0,,,E,
ASN00058024,18670103,PRCP,0,,,a,
ASN00086071,18670103,TMAX,306,,,a,
ASN00086071,18670103,TMIN,163,,,a,
ASN00086071,18670103,PRCP,0,,,a,
USC00463630,18670103,PRCP,0,P,,6,
USC00463630,18670103,SNOW,0,,,6,
ASN00068140,18670103,PRCP,0,,,a,
ASN00079042,18670103,PRCP,0,,,a,
CA006158350,18670103,TMAX,-28,,,C,
CA006158350,18670103,TMIN,-150,,,C,
CA006158350,18670103,PRCP,0,,,C,
CA006158350,18670103,SNOW,0,,,C,
HRE00105189,18670103,PRCP,0,,,E,
ASN00081003,18670103,PRCP,0,,,a,
ENE00175063,18670103,PRCP,37,,,E,
EIE00101859,18670103,TMAX,-6,,,E,
EIE00101859,18670103,TMIN,-94,,,E,
EIE00101859,18670103,PRCP,0,,,E,
CA006153192,18670103,TMAX,0,,,C,
CA006153192,18670103,TMIN,-128,,,C,
CA006153192,18670103,PRCP,0,,,C,
CA006153192,18670103,SNOW,0,,,C,
CA006139520,18670103,TMAX,-17,,,C,
CA006139520,18670103,TMIN,-128,,,C,
CA006139520,18670103,PRCP,0,,,C,
CA006139520,18670103,SNOW,0,,,C,
CA006110549,18670103,TMAX,6,,,C,
CA006110549,18670103,TMIN,-139,,,C,
CA006110549,18670103,PRCP,0,,,C,
CA006110549,18670103,SNOW,0,,,C,
ASN00040214,18670103,PRCP,10,,,a,
BE000006447,18670103,TMAX,-4,,,I,
BE000006447,18670103,TMIN,-63,,,I,
AGE00135039,18670103,PRCP,65,,,E,
ASN00022020,18670103,PRCP,0,,,a,
NLM00006235,18670103,PRCP,16,,,E,
ASN00026020,18670103,PRCP,0,,,a,
EI000003969,18670103,TMAX,-21,,,E,
EI000003969,18670103,TMIN,-152,,,E,
EI000003969,18670103,PRCP,0,,,E,
GME00125218,18670103,TMAX,-4,,,E,
GME00125218,18670103,TMIN,-48,,,E,
GME00125218,18670103,PRCP,0,,,E,
GME00125218,18670103,SNWD,0,,,E,
NLE00100499,18670103,PRCP,32,,,E,
EZE00100082,18670103,TMAX,11,,,E,
EZE00100082,18670103,TMIN,-24,,,E,
EZE00100082,18670103,PRCP,1,,,E,
CA006166416,18670103,TMAX,-50,,,C,
CA006166416,18670103,TMIN,-172,,,C,
CA006166416,18670103,PRCP,0,,,C,
CA006166416,18670103,SNOW,0,,,C,
CA006106362,18670103,TMAX,-33,,,C,
CA006106362,18670103,TMIN,-139,,,C,
CA006106362,18670103,PRCP,0,,,C,
CA006106362,18670103,SNOW,0,,,C,
ITE00100554,18670103,TMAX,44,,,E,
ITE00100554,18670103,TMIN,-28,,,E,
ITE00100554,18670103,PRCP,0,,,E,
ASN00086085,18670103,PRCP,0,,,a,
USC00361920,18670103,PRCP,0,,,F,
ASN00066062,18670103,TMAX,293,,,a,
ASN00066062,18670103,TMIN,202,,,a,
ASN00066062,18670103,PRCP,0,,,a,
ASN00023000,18670103,PRCP,0,,,a,
SW000010537,18670103,PRCP,0,,,E,
NLE00100503,18670103,PRCP,72,,,E,
AU000005901,18670103,TMAX,33,,,E,
AU000005901,18670103,TMIN,-25,,,E,
GM000004204,18670103,TMAX,0,,,E,
GM000004204,18670103,TMIN,-48,,,E,
GM000004204,18670103,PRCP,7,,,E,
ASN00075048,18670103,PRCP,0,,,a,
ASN00061055,18670103,PRCP,0,,,a,
ASN00021014,18670103,PRCP,0,,,a,
UK000047811,18670103,TMAX,-56,,,E,
UK000047811,18670103,TMIN,-98,,,E,
UK000047811,18670103,PRCP,0,,,E,
USC00288878,18670103,TMAX,-17,,,6,
USC00288878,18670103,TMIN,-78,,,6,
USC00288878,18670103,PRCP,0,P,,6,
USC00288878,18670103,SNOW,0,P,,6,
HR000142360,18670103,PRCP,39,,,E,
ASN00084016,18670103,PRCP,0,,,a,
ITE00100552,18670103,PRCP,0,,,E,
ITE00100553,18670103,PRCP,0,,,E,
CA006122845,18670103,TMAX,-28,,,C,
CA006122845,18670103,TMIN,-83,,,C,
CA006122845,18670103,PRCP,0,,,C,
CA006122845,18670103,SNOW,0,,,C,
ITE00105250,18670103,PRCP,24,,,E,
ASN00067015,18670103,PRCP,0,,,a,
USP00CA0001,18670103,PRCP,0,,,F,
ASN00074128,18670103,TMAX,462,,,a,
ASN00074128,18670103,PRCP,0,,,a,
ASN00022801,18670103,PRCP,0,,,a,
CA006101872,18670103,PRCP,0,,,C,
CA006101872,18670103,SNOW,0,,,C,
CA006137735,18670103,TMAX,0,,,C,
CA006137735,18670103,TMIN,-167,,,C,
CA006137735,18670103,PRCP,0,,,C,
CA006137735,18670103,SNOW,0,,,C,
ASN00090015,18670103,TMAX,250,,,a,
ASN00090015,18670103,TMIN,89,,,a,
UK000056225,18670103,TMAX,-53,,,E,
UK000056225,18670103,TMIN,-134,,,E,
UK000056225,18670103,PRCP,0,,,E,
ASN00026026,18670103,PRCP,0,,,a,
USC00117391,18670103,PRCP,0,,,F,
ASN00089049,18670103,PRCP,0,,,a,
SZ000006717,18670103,TMAX,-151,,,G,
SZ000006717,18670103,TMIN,-180,,,G,
ASN00071010,18670103,PRCP,0,,,a,
USC00053010,18670103,PRCP,0,,,F,
ITE00100550,18670104,TMAX,38,,,E,
ITE00100550,18670104,TMIN,5,,,E,
ITE00100550,18670104,PRCP,0,,,E,
USC00064757,18670104,PRCP,0,,,F,
ASN00017003,18670104,PRCP,0,,,a,
USC00264939,18670104,PRCP,0,,,F,
SF000208660,18670104,PRCP,0,,,I,
ASN00089000,18670104,PRCP,0,,,a,
CA006150689,18670104,TMAX,11,,,C,
CA006150689,18670104,TMIN,-94,,,C,
CA006150689,18670104,PRCP,0,,,C,
CA006150689,18670104,SNOW,0,,,C,
SWE00100003,18670104,PRCP,0,,,E,
ASN00058024,18670104,PRCP,0,,,a,
ASN00086071,18670104,TMAX,233,,,a,
ASN00086071,18670104,TMIN,157,,,a,
ASN00086071,18670104,PRCP,0,,,a,
USC00463630,18670104,PRCP,0,P,,6,
USC00463630,18670104,SNOW,0,,,6,
ASN00068140,18670104,PRCP,0,,,a,
ASN00079042,18670104,PRCP,0,,,a,
CA006158350,18670104,TMAX,17,,,C,
CA006158350,18670104,TMIN,-56,,,C,
CA006158350,18670104,PRCP,13,,,C,
CA006158350,18670104,SNOW,13,,,C,
HRE00105189,18670104,PRCP,0,,,E,
ASN00081003,18670104,PRCP,0,,,a,
ENE00175063,18670104,PRCP,0,,,E,
EIE00101859,18670104,TMAX,6,,,E,
EIE00101859,18670104,TMIN,-61,,,E,
EIE00101859,18670104,PRCP,0,,,E,
CA006153192,18670104,TMAX,33,,,C,
CA006153192,18670104,TMIN,-83,,,C,
CA006153192,18670104,PRCP,0,,,C,
CA006153192,18670104,SNOW,0,,,C,
CA006139520,18670104,TMAX,11,,,C,
CA006139520,18670104,TMIN,-56,,,C,
CA006139520,18670104,PRCP,0,,,C,
CA006139520,18670104,SNOW,0,,,C,
CA006110549,18670104,TMAX,22,,,C,
CA006110549,18670104,TMIN,-72,,,C,
CA006110549,18670104,PRCP,0,T,,C,
CA006110549,18670104,SNOW,0,T,,C,
ASN00040214,18670104,PRCP,0,,,a,
BE000006447,18670104,TMAX,-32,,,I,
BE000006447,18670104,TMIN,-47,,,I,
AGE00135039,18670104,PRCP,0,,,E,
ASN00022020,18670104,PRCP,0,,,a,
NLM00006235,18670104,PRCP,21,,,E,
ASN00026020,18670104,PRCP,0,,,a,
EI000003969,18670104,TMAX,23,,,E,
EI000003969,18670104,TMIN,-119,,,E,
EI000003969,18670104,PRCP,0,,,E,
GME00125218,18670104,TMAX,-8,,,E,
GME00125218,18670104,TMIN,-38,,,E,
GME00125218,18670104,PRCP,8,,,E,
GME00125218,18670104,SNWD,0,,,E,
NLE00100499,18670104,PRCP,29,,,E,
EZE00100082,18670104,TMAX,-12,,,E,
EZE00100082,18670104,TMIN,-42,,,E,
EZE00100082,18670104,PRCP,0,,,E,
CA006166416,18670104,TMAX,11,,,C,
CA006166416,18670104,TMIN,-133,,,C,
CA006166416,18670104,PRCP,0,,,C,
CA006166416,18670104,SNOW,0,,,C,
CA006106362,18670104,TMAX,-28,,,C,
CA006106362,18670104,TMIN,-111,,,C,
CA006106362,18670104,PRCP,8,,,C,
CA006106362,18670104,SNOW,8,,,C,
ITE00100554,18670104,TMAX,28,,,E,
ITE00100554,18670104,TMIN,-84,,,E,
ITE00100554,18670104,PRCP,0,,,E,
ASN00086085,18670104,PRCP,0,,,a,
USC00361920,18670104,PRCP,0,,,F,
ASN00066062,18670104,TMAX,267,,,a,
ASN00066062,18670104,TMIN,208,,,a,
ASN00066062,18670104,PRCP,0,,,a,
ASN00023000,18670104,PRCP,0,,,a,
SW000010537,18670104,PRCP,0,,,E,
NLE00100503,18670104,PRCP,69,,,E,
AU000005901,18670104,TMAX,4,,,E,
AU000005901,18670104,TMIN,-64,,,E,
GM000004204,18670104,TMAX,-15,,,E,
GM000004204,18670104,TMIN,-51,,,E,
GM000004204,18670104,PRCP,2,,,E,
ASN00075048,18670104,PRCP,0,,,a,
ASN00061055,18670104,PRCP,0,,,a,
ASN00021014,18670104,PRCP,0,,,a,
UK000047811,18670104,TMAX,28,,,E,
UK000047811,18670104,TMIN,-125,,,E,
UK000047811,18670104,PRCP,0,,,E,
USC00288878,18670104,TMAX,-11,,,6,
USC00288878,18670104,TMIN,-67,,,6,
USC00288878,18670104,PRCP,0,,,6,
USC00288878,18670104,SNOW,0,P,,6,
HR000142360,18670104,PRCP,0,,,E,
ASN00084016,18670104,PRCP,0,,,a,
ITE00100552,18670104,PRCP,0,,,E,
ITE00100553,18670104,PRCP,0,,,E,
CA006122845,18670104,TMAX,6,,,C,
CA006122845,18670104,TMIN,-44,,,C,
CA006122845,18670104,PRCP,0,,,C,
CA006122845,18670104,SNOW,0,,,C,
ITE00105250,18670104,PRCP,95,,,E,
ASN00067015,18670104,PRCP,0,,,a,
USP00CA0001,18670104,PRCP,48,,,F,
ASN00074128,18670104,TMAX,373,,,a,
ASN00074128,18670104,PRCP,0,,,a,
ASN00022801,18670104,PRCP,0,,,a,
CA006101872,18670104,PRCP,0,,,C,
CA006101872,18670104,SNOW,0,,,C,
CA006137735,18670104,TMAX,61,,,C,
CA006137735,18670104,TMIN,-111,,,C,
CA006137735,18670104,PRCP,0,,,C,
CA006137735,18670104,SNOW,0,,,C,
ASN00090015,18670104,TMAX,211,,,a,
ASN00090015,18670104,TMIN,83,,,a,
UK000056225,18670104,TMAX,44,,,E,
UK000056225,18670104,TMIN,-146,,,E,
UK000056225,18670104,PRCP,0,,,E,
ASN00026026,18670104,PRCP,0,,,a,
USC00117391,18670104,PRCP,0,,,F,
ASN00089049,18670104,PRCP,0,,,a,
SZ000006717,18670104,TMAX,-140,,,G,
SZ000006717,18670104,TMIN,-167,,,G,
ASN00071010,18670104,PRCP,0,,,a,
USC00053010,18670104,PRCP,0,,,F,
ITE00100550,18670105,TMAX,45,,,E,
ITE00100550,18670105,TMIN,-25,,,E,
ITE00100550,18670105,PRCP,0,,,E,
USC00064757,18670105,PRCP,0,,,F,
USC00064757,18670105,SNOW,25,,,F,
ASN00017003,18670105,PRCP,0,,,a,
USC00264939,18670105,PRCP,0,,,F,
SF000208660,18670105,PRCP,0,,,I,
ASN00089000,18670105,PRCP,0,,,a,
CA006150689,18670105,TMAX,6,,,C,
CA006150689,18670105,TMIN,-56,,,C,
CA006150689,18670105,PRCP,38,,,C,
CA006150689,18670105,SNOW,38,,,C,
SWE00100003,18670105,PRCP,0,,,E,
ASN00058024,18670105,PRCP,0,,,a,
ASN00086071,18670105,TMAX,193,,,a,
ASN00086071,18670105,TMIN,145,,,a,
ASN00086071,18670105,PRCP,0,,,a,
USC00463630,18670105,PRCP,0,P,,6,
USC00463630,18670105,SNOW,0,,,6,
ASN00068140,18670105,PRCP,0,,,a,
ASN00079042,18670105,PRCP,0,,,a,
CA006158350,18670105,TMAX,17,,,C,
CA006158350,18670105,TMIN,-17,,,C,
CA006158350,18670105,PRCP,5,,,C,
CA006158350,18670105,SNOW,5,,,C,
HRE00105189,18670105,PRCP,0,,,E,
ASN00081003,18670105,PRCP,0,,,a,
ENE00175063,18670105,PRCP,0,,,E,
EIE00101859,18670105,TMAX,44,,,E,
EIE00101859,18670105,TMIN,11,,,E,
EIE00101859,18670105,PRCP,120,,,E,
CA006153192,18670105,TMAX,11,,,C,
CA006153192,18670105,TMIN,-83,,,C,
CA006153192,18670105,PRCP,38,,,C,
CA006153192,18670105,SNOW,38,,,C,
CA006139520,18670105,TMAX,11,,,C,
CA006139520,18670105,TMIN,-39,,,C,
CA006139520,18670105,PRCP,0,T,,C,
CA006139520,18670105,SNOW,0,T,,C,
CA006110549,18670105,TMAX,-6,,,C,
CA006110549,18670105,TMIN,-44,,,C,
CA006110549,18670105,PRCP,0,,,C,
CA006110549,18670105,SNOW,0,,,C,
ASN00040214,18670105,PRCP,0,,,a,
BE000006447,18670105,TMAX,13,,,I,
BE000006447,18670105,TMIN,-96,,,I,
AGE00135039,18670105,PRCP,0,,,E,
ASN00022020,18670105,PRCP,0,,,a,
NLM00006235,18670105,PRCP,36,,,E,
ASN00026020,18670105,PRCP,0,,,a,
EI000003969,18670105,TMAX,81,,,E,
EI000003969,18670105,TMIN,7,,,E,
EI000003969,18670105,PRCP,-3276,,X,E,
GME00125218,18670105,TMAX,-30,,,E,
GME00125218,18670105,TMIN,-86,,,E,
GME00125218,18670105,PRCP,0,,,E,
GME00125218,18670105,SNWD,0,,,E,
NLE00100499,18670105,PRCP,9,,,E,
EZE00100082,18670105,TMAX,-28,,,E,
EZE00100082,18670105,TMIN,-84,,,E,
EZE00100082,18670105,PRCP,0,,,E,
CA006166416,18670105,TMAX,-17,,,C,
CA006166416,18670105,TMIN,-50,,,C,
CA006166416,18670105,PRCP,36,,,C,
CA006166416,18670105,SNOW,36,,,C,
CA006106362,18670105,TMAX,-33,,,C,
CA006106362,18670105,TMIN,-89,,,C,
CA006106362,18670105,PRCP,76,,,C,
CA006106362,18670105,SNOW,76,,,C,
ITE00100554,18670105,TMAX,9,,,E,
ITE00100554,18670105,TMIN,-50,,,E,
ITE00100554,18670105,PRCP,0,,,E,
ASN00086085,18670105,PRCP,8,,,a,
USC00361920,18670105,PRCP,0,,,F,
ASN00066062,18670105,TMAX,269,,,a,
ASN00066062,18670105,TMIN,196,,,a,
ASN00066062,18670105,PRCP,0,,,a,
ASN00023000,18670105,PRCP,0,,,a,
SW000010537,18670105,PRCP,0,,,E,
NLE00100503,18670105,PRCP,1,,,E,
AU000005901,18670105,TMAX,-18,,,E,
AU000005901,18670105,TMIN,-88,,,E,
GM000004204,18670105,TMAX,-28,,,E,
GM000004204,18670105,TMIN,-119,,,E,
GM000004204,18670105,PRCP,14,,,E,
ASN00075048,18670105,PRCP,0,,,a,
ASN00061055,18670105,PRCP,0,,,a,
ASN00021014,18670105,PRCP,0,,,a,
UK000047811,18670105,TMAX,72,,,E,
UK000047811,18670105,TMIN,-114,,,E,
UK000047811,18670105,PRCP,0,,,E,
USC00288878,18670105,TMAX,28,,,6,
USC00288878,18670105,TMIN,-61,,,6,
USC00288878,18670105,SNOW,13,,,6,
HR000142360,18670105,PRCP,0,,,E,
ASN00084016,18670105,PRCP,0,,,a,
ITE00100552,18670105,PRCP,0,,,E,
ITE00100553,18670105,PRCP,0,,,E,
CA006122845,18670105,TMAX,17,,,C,
CA006122845,18670105,TMIN,-22,,,C,
CA006122845,18670105,PRCP,0,,,C,
CA006122845,18670105,SNOW,0,,,C,
ITE00105250,18670105,PRCP,41,,,E,
ASN00067015,18670105,PRCP,0,,,a,
USP00CA0001,18670105,PRCP,109,,,F,
